,numPhotos,price,propertyType,size,exterior,rooms,bathrooms,municipality,showAddress,distance,hasVideo,status,newDevelopment,hasPlan,has3DTour,has360,topNewDevelopment,floor,district,neighborhood,hasLift
343,23,750.0,flat,55.0,True,2,1,Madrid,False,7462,False,good,False,False,False,False,False,1,Fuencarral,Tres Olivos - Valverde,False
344,19,720.0,studio,48.0,True,0,1,Madrid,True,5808,False,good,False,False,False,False,False,1,Ciudad Lineal,Concepción,True
345,17,725.0,studio,44.0,False,0,1,Madrid,True,1140,False,good,False,False,False,False,False,8,Centro,Chueca-Justicia,True
346,14,750.0,flat,80.0,False,2,1,Madrid,True,8011,False,good,False,False,False,False,False,5,Villaverde,Butarque,True
347,14,550.0,flat,86.0,True,2,1,Torrelaguna,False,47448,False,good,False,False,False,False,False,1,Desconocido,Desconocido,True
348,16,640.0,flat,69.0,True,2,1,Villalbilla,True,29311,False,good,False,False,False,False,False,2,Desconocido,Desconocido,True
349,19,700.0,flat,54.0,True,1,1,Getafe,False,11656,True,good,False,True,False,True,False,1,Getafe Centro,Desconocido,True
350,16,700.0,flat,59.0,True,1,1,Madrid,True,7529,False,good,False,False,False,False,False,6,Carabanchel,Pau de Carabanchel,True
351,11,700.0,flat,75.0,True,2,1,Alcalá de Henares,True,30359,False,good,False,False,False,False,False,1,Pryconsa - Poligono Europa,Desconocido,False
352,19,695.0,flat,62.0,False,2,1,Alcobendas,True,15162,False,good,False,False,False,False,False,3,Alcobendas Centro,Desconocido,False
